9. НАСЕЛЕНИЕ КОРЕННЫХ МАЛОЧИСЛЕННЫХ НАРОДОВ ПО ИСТОЧНИКАМ СРЕДСТВ К СУЩЕСТВОВАНИЮ ПО ТЕРРИТОРИЯМ ПРЕИМУЩЕСТВЕННОГО ПРОЖИВАНИЯ КМН																			
																			
	Численность населения соответству-ющей националь-ности	Всего указали источников средств к существова-нию
Сельское население	2333.0	4287.0	1022.0	1405.0	4.0	649.0	94.0	487.0	11.0	2.0	-	2.0	598.0	13.0	-	480.0	1753.0	99.0	1.0
ВЕПСЫ																			
Территории преимущественного проживания КМН																			
Городское и сельское население	6889.0	8857.0	2662.0	890.0	131.0	3168.0	262.0	423.0	77.0	63.0	7.0	10.0	1050.0	114.0	1.0	5044.0	1728.0	109.0	7.0
Городское население	3746.0	4791.0	1713.0	327.0	120.0	1548.0	130.0	202.0	19.0	32.0	4.0	4.0	654.0	38.0	1.0	2785.0	879.0	76.0	5.0
Сельское население	3143.0	4066.0	949.0	563.0	11.0	1620.0	132.0	221.0	58.0	31.0	3.0	6.0	396.0	76.0	-	2259.0	849.0	33.0	2.0
Республика Карелия																			
Городское и сельское население	4870.0	6285.0	2054.0	462.0	125.0	2046.0	159.0	354.0	47.0	42.0	4.0	7.0	900.0	85.0	1.0	3554.0	1217.0	95.0	3.0
Городское население	3238.0	4164.0	1501.0	268.0	116.0	1319.0	94.0	183.0	18.0	23.0	2.0	3.0	606.0	31.0	1.0	2390.0	770.0	74.0	3.0
Сельское население	1632.0	2121.0	553.0	194.0	9.0	727.0	65.0	171.0	29.0	19.0	2.0	4.0	294.0	54.0	-	1164.0	447.0	21.0	-
Ленинградская область																			
Городское и сельское население	2019.0	2572.0	608.0	428.0	6.0	1122.0	103.0	69.0	30.0	21.0	3.0	3.0	150.0	29.0	-	1490.0	511.0	14.0	4.0
Городское население	508.0	627.0	212.0	59.0	4.0	229.0	36.0	19.0	1.0	9.0	2.0	1.0	48.0	7.0	-	395.0	109.0	2.0	2.0
Сельское население	1511.0	1945.0	396.0	369.0	2.0	893.0	67.0	50.0	29.0	12.0	1.0	2.0	102.0	22.0	-	1095.0	402.0	12.0	2.0
ДОЛГАНЫ																			
Территории преимущественного проживания КМН																			
Городское и сельское население	7077.0	10114.0	2691.0	53.0	186.0	955.0	239.0	2380.0	223.0	325.0	5.0	2.0	3032.0	23.0	1.0	4321.0	2482.0	263.0	10.0
Городское население	1194.0	1613.0	412.0	12.0	170.0	120.0	37.0	164.0	29.0	78.0	2.0	1.0	582.0	6.0	1.0	791.0	386.0	14.0	2.0
Сельское население	5883.0	8501.0	2279.0	41.0	16.0	835.0	202.0	2216.0	194.0	247.0	3.0	1.0	2450.0	17.0	-	3530.0	2096.0	249.0	8.0
Красноярский край																			
Городское и сельское население	5805.0	8401.0	2297.0	36.0	132.0	809.0	207.0	1855.0	213.0	315.0	3.0	2.0	2515.0	17.0	1.0	3462.0	2097.0	235.0	10.0
Городское население	1038.0	1398.0	365.0	8.0	128.0	109.0	35.0	147.0	29.0	74.0	1.0	1.0	496.0	5.0	1.0	693.0	329.0	13.0	2.0
Сельское население	4767.0	7003.0	1932.0	28.0	4.0	700.0	172.0	1708.0	184.0	241.0	2.0	1.0	2019.0	12.0	-	2769.0	1768.0	222.0	8.0
Таймырский (Долгано-Ненецкий) автономный округ																			
Городское и сельское население	5517.0	8043.0	2179.0	26.0	118.0	796.0	197.0	1836.0	204.0	272.0	2.0	1.0	2400.0	12.0	1.0	3243.0	2029.0	234.0	10.0
Городское население	786.0	1087.0	258.0	2.0	114.0	98.0	27.0	131.0	23.0	43.0	-	-	390.0	1.0	1.0	499.0	272.0	12.0	2.0
Сельское население	4731.0	6956.0	1921.0	24.0	4.0	698.0	170.0	1705.0	181.0	229.0	2.0	1.0	2010.0	11.0	-	2744.0	1757.0	222.0	8.0
Республика Саха (Якутия)																			
Городское и сельское население	1272.0	1713.0	394.0	17.0	54.0	146.0	32.0	525.0	10.0	10.0	2.0	-	517.0	6.0	-	859.0	385.0	28.0	-
Городское население	156.0	215.0	47.0	4.0	42.0	11.0	2.0	17.0	-	4.0	1.0	-	86.0	1.0	-	98.0	57.0	1.0	-
Сельское население	1116.0	1498.0	347.0	13.0	12.0	135.0	30.0	508.0	10.0	6.0	1.0	-	431.0	5.0	-	761.0	328.0	27.0	-
ИЖОРЦЫ																			
Ленинградская область																			
Городское и сельское население	177.0	225.0	43.0	32.0	-	132.0	7.0	1.0	-	1.0	-	1.0	7.0	1.0	1.0	132.0	39.0	5.0	-
Городское население	46.0	52.0	15.0	3.0	-	29.0	3.0	-	-	1.0	-	-	1.0	-	1.0	40.0	3.0	2.0	-
Сельское население	131.0	173.0	28.0	29.0	-	103.0	4.0	1.0	-	-	-	1.0	6.0	1.0	-	92.0	36.0	3.0	-
ИТЕЛЬМЕНЫ																			
Территории преимущественного проживания КМН																			
Городское и сельское население	2939.0	4152.0	1008.0	307.0	51.0	517.0	71.0	647.0	256.0	63.0	8.0	-	1143.0	81.0	2.0	1835.0	992.0	107.0	3.0
Городское население	1012.0	1358.0	399.0	68.0	38.0	174.0	19.0	144.0	44.0	51.0	5.0	-	398.0	18.0	2.0	702.0	271.0	34.0	3.0
Сельское население	1927.0	2794.0	609.0	239.0	13.0	343.0	52.0	503.0	212.0	12.0	3.0	-	745.0	63.0	-	1133.0	721.0	73.0	-
Камчатская область																			
Городское и сельское население	2296.0	3163.0	812.0	157.0	40.0	423.0	59.0	490.0	209.0	52.0	4.0	-	840.0	77.0	-	1514.0	700.0	79.0	3.0
Городское население	584.0	758.0	244.0	34.0	27.0	120.0	13.0	48.0	19.0	41.0	1.0	-	195.0	16.0	-	438.0	121.0	22.0	3.0
Сельское население	1712.0	2405.0	568.0	123.0	13.0	303.0	46.0	442.0	190.0	11.0	3.0	-	645.0	61.0	-	1076.0	579.0	57.0	-
Корякский автономный округ																			
Городское и сельское население	1181.0	1681.0	410.0	73.0	16.0	187.0	31.0	326.0	128.0	28.0	3.0	-	453.0	26.0	-	739.0	387.0	52.0	3.0
Городское население	145.0	206.0	61.0	6.0	15.0	25.0	2.0	16.0	6.0	21.0	-	-	52.0	2.0	-	99.0	34.0	9.0	3.0
Сельское население	1036.0	1475.0	349.0	67.0	1.0	162.0	29.0	310.0	122.0	7.0	3.0	-	401.0	24.0	-	640.0	353.0	43.0	-
Магаданская область																			
Городское и сельское население	643.0	989.0	196.0	150.0	11.0	94.0	12.0	157.0	47.0	11.0	4.0	-	303.0	4.0	2.0	321.0	292.0	28.0	-
Городское население	428.0	600.0	155.0	34.0	11.0	54.0	6.0	96.0	25.0	10.0	4.0	-	203.0	2.0	2.0	264.0	150.0	12.0	-
Сельское население	215.0	389.0	41.0	116.0	-	40.0	6.0	61.0	22.0	1.0	-	-	100.0	2.0	-	57.0	142.0	16.0	-
КАМЧАДАЛЫ																			
Камчатская область																			
Городское и сельское население	1881.0	2642.0	632.0	265.0	27.0	374.0	47.0	339.0	132.0	31.0	15.0	-	690.0	90.0	2.0	1170.0	656.0	52.0	1.0
Городское население	1030.0	1476.0	385.0	189.0	18.0	200.0	24.0	165.0	60.0	15.0	14.0	-	369.0	37.0	2.0	615.0	379.0	33.0	1.0
Сельское население	851.0	1166.0	247.0	76.0	9.0	174.0	23.0	174.0	72.0	16.0	1.0	-	321.0	53.0	-	555.0	277.0	19.0	-
Корякский автономный округ																			
Городское и сельское население	132.0	185.0	67.0	22.0	-	33.0	3.0	15.0	6.0	1.0	1.0	-	31.0	6.0	-	85.0	42.0	4.0	1.0
Городское население	80.0	104.0	42.0	4.0	-	18.0	3.0	10.0	1.0	1.0	1.0	-	20.0	4.0	-	60.0	17.0	2.0	1.0
Сельское население	52.0	81.0	25.0	18.0	-	15.0	-	5.0	5.0	-	-	-	11.0	2.0	-	25.0	25.0	2.0	-
КЕТЫ																			
Красноярский край																			
Городское и сельское население	1189.0	1733.0	322.0	83.0	56.0	158.0	41.0	345.0	40.0	41.0	26.0	1.0	566.0	54.0	-	703.0	429.0	56.0	1.0
Городское население	199.0	283.0	73.0	7.0	15.0	31.0	5.0	42.0	5.0	14.0	2.0	1.0	85.0	3.0	-	125.0	64.0	10.0	-
Сельское население	990.0	1450.0	249.0	76.0	41.0	127.0	36.0	303.0	35.0	27.0	24.0	-	481.0	51.0	-	578.0	365.0	46.0	1.0
КОРЯКИ																			
Территории преимущественного проживания КМН																			
Городское и сельское население	8271.0	11314.0	2400.0	590.0	166.0	986.0	228.0	2188.0	906.0	346.0	18.0	3.0	3107.0	376.0	10.0	5434.0	2633.0	166.0	28.0
Городское население	2368.0	3270.0	731.0	61.0	146.0	276.0	61.0	551.0	170.0	231.0	9.0	2.0	943.0	89.0	8.0	1578.0	685.0	70.0	27.0
Сельское население	5903.0	8044.0	1669.0	529.0	20.0	710.0	167.0	1637.0	736.0	115.0	9.0	1.0	2164.0	287.0	2.0	3856.0	1948.0	96.0	1.0
Камчатская область																			
Городское и сельское население	7328.0	10026.0	2192.0	566.0	144.0	873.0	188.0	1898.0	819.0	312.0	17.0	2.0	2642.0	373.0	8.0	4826.0	2312.0	156.0	26.0
Городское население	1998.0	2754.0	634.0	56.0	126.0	240.0	35.0	446.0	139.0	199.0	8.0	2.0	783.0	86.0	7.0	1346.0	556.0	64.0	25.0
Сельское население	5330.0	7272.0	1558.0	510.0	18.0	633.0	153.0	1452.0	680.0	113.0	9.0	-	1859.0	287.0	1.0	3480.0	1756.0	92.0	1.0
Корякский автономный округ																			
Городское и сельское население	6710.0	9195.0	2008.0	533.0	102.0	810.0	167.0	1815.0	791.0	236.0	15.0	1.0	2398.0	319.0	8.0	4398.0	2144.0	135.0	25.0
Городское население	1611.0	2277.0	510.0	50.0	97.0	209.0	22.0	420.0	130.0	129.0	8.0	1.0	638.0	63.0	7.0	1043.0	478.0	58.0	25.0
Сельское население	5099.0	6918.0	1498.0	483.0	5.0	601.0	145.0	1395.0	661.0	107.0	7.0	-	1760.0	256.0	1.0	3355.0	1666.0	77.0	-
Магаданская область																			
Городское и сельское население	888.0	1219.0	183.0	24.0	21.0	105.0	36.0	279.0	87.0	31.0	1.0	1.0	448.0	3.0	1.0	568.0	308.0	9.0	2.0
Городское население	346.0	484.0	85.0	5.0	19.0	33.0	24.0	100.0	31.0	30.0	1.0	-	153.0	3.0	1.0	216.0	121.0	6.0	2.0
Сельское население	542.0	735.0	98.0	19.0	2.0	72.0	12.0	179.0	56.0	1.0	-	1.0	295.0	-	-	352.0	187.0	3.0	-
Чукотский автономный округ																			
Городское и сельское население	55.0	69.0	25.0	-	1.0	8.0	4.0	11.0	-	3.0	-	-	17.0	-	1.0	40.0	13.0	1.0	-
Городское население	24.0	32.0	12.0	-	1.0	3.0	2.0	5.0	-	2.0	-	-	7.0	-	-	16.0	8.0	-	-
Сельское население	31.0	37.0	13.0	-	-	5.0	2.0	6.0	-	1.0	-	-	10.0	-	1.0	24.0	5.0	1.0	-
КУМАНДИНЦЫ																			
Территории преимущественного проживания КМН																			
Городское и сельское население	2888.0	4684.0	942.0	1314.0	76.0	658.0	172.0	435.0	32.0	75.0	4.0	6.0	889.0	81.0	-	1281.0	1424.0	177.0	6.0
Городское население	1522.0	2113.0	597.0	267.0	64.0	334.0	94.0	174.0	15.0	53.0	2.0	5.0	490.0	18.0	-	982.0	491.0	47.0	2.0
Сельское население	1366.0	2571.0	345.0	1047.0	12.0	324.0	78.0	261.0	17.0	22.0	2.0	1.0	399.0	63.0	-	299.0	933.0	130.0	4.0
Алтайский край																			
Городское и сельское население	1663.0	2796.0	535.0	865.0	52.0	372.0	103.0	242.0	21.0	39.0	1.0	1.0	498.0	67.0	-	642.0	913.0	104.0	4.0
Городское население	831.0	1174.0	320.0	179.0	40.0	159.0	47.0	98.0	8.0	32.0	1.0	-	276.0	14.0	-	513.0	293.0	25.0	-
Сельское население	832.0	1622.0	215.0	686.0	12.0	213.0	56.0	144.0	13.0	7.0	-	1.0	222.0	53.0	-	129.0	620.0	79.0	4.0
Республика Алтай																			
Городское и сельское население	931.0	1509.0	283.0	397.0	19.0	196.0	60.0	174.0	3.0	24.0	3.0	5.0	337.0	8.0	-	427.0	432.0	70.0	2.0
Городское население	445.0	636.0	171.0	62.0	19.0	100.0	39.0	61.0	1.0	9.0	1.0	5.0	168.0	-	-	278.0	145.0	20.0	2.0
Сельское население	486.0	873.0	112.0	335.0	-	96.0	21.0	113.0	2.0	15.0	2.0	-	169.0	8.0	-	149.0	287.0	50.0	-
Кемеровская область																			
Городское и сельское население	294.0	379.0	124.0	52.0	5.0	90.0	9.0	19.0	8.0	12.0	-	-	54.0	6.0	-	212.0	79.0	3.0	-
Городское население	246.0	303.0	106.0	26.0	5.0	75.0	8.0	15.0	6.0	12.0	-	-	46.0	4.0	-	191.0	53.0	2.0	-
Сельское население	48.0	76.0	18.0	26.0	-	15.0	1.0	4.0	2.0	-	-	-	8.0	2.0	-	21.0	26.0	1.0	-
МАНСИ																			
Территории преимущественного проживания КМН																			
Городское и сельское население	10820.0	15188.0	3515.0	1460.0	356.0	1315.0	323.0	2326.0	453.0	327.0	17.0	11.0	4862.0	223.0	20.0	6639.0	3939.0	217.0	5.0
Городское население	5487.0	7234.0	1975.0	453.0	315.0	640.0	134.0	876.0	88.0	154.0	9.0	7.0	2512.0	71.0	7.0	3811.0	1585.0	83.0	1.0
Сельское население	5333.0	7954.0	1540.0	1007.0	41.0	675.0	189.0	1450.0	365.0	173.0	8.0	4.0	2350.0	152.0	13.0	2828.0	2354.0	134.0	4.0
Тюменская область																			
Городское и сельское население	10561.0	14865.0	3401.0	1434.0	349.0	1269.0	314.0	2304.0	453.0	310.0	16.0	11.0	4785.0	219.0	20.0	6437.0	3889.0	210.0	5.0
Городское население	5357.0	7061.0	1918.0	438.0	309.0	619.0	128.0	863.0	88.0	140.0	9.0	7.0	2475.0	67.0	7.0	3719.0	1552.0	78.0	1.0
Сельское население	5204.0	7804.0	1483.0	996.0	40.0	650.0	186.0	1441.0	365.0	170.0	7.0	4.0	2310.0	152.0	13.0	2718.0	2337.0	132.0	4.0
Ханты-Мансийский автономный округ – Югра																			
Городское и сельское население	9894.0	14021.0	3130.0	1407.0	305.0	1190.0	283.0	2249.0	452.0	266.0	12.0	11.0	4517.0	199.0	18.0	5934.0	3743.0	195.0	4.0
Городское население	4865.0	6460.0	1712.0	431.0	271.0	560.0	114.0	831.0	88.0	111.0	6.0	7.0	2273.0	56.0	5.0	3331.0	1458.0	71.0	-
Сельское население	5029.0	7561.0	1418.0	976.0	34.0	630.0	169.0	1418.0	364.0	155.0	6.0	4.0	2244.0	143.0	13.0	2603.0	2285.0	124.0	4.0
Свердловская область																			
Городское и сельское население	259.0	323.0	114.0	26.0	7.0	46.0	9.0	22.0	-	17.0	1.0	-	77.0	4.0	-	202.0	50.0	7.0	-
Городское население	130.0	173.0	57.0	15.0	6.0	21.0	6.0	13.0	-	14.0	-	-	37.0	4.0	-	92.0	33.0	5.0	-
Сельское население	129.0	150.0	57.0	11.0	1.0	25.0	3.0	9.0	-	3.0	1.0	-	40.0	-	-	110.0	17.0	2.0	-
НАГАЙБАКИ																			
Челябинская область																			
Городское и сельское население	9087.0	15345.0	3661.0	4305.0	121.0	2536.0	304.0	1519.0	36.0	28.0	8.0	7.0	2813.0	7.0	-	3292.0	5338.0	451.0	6.0
Городское население	1447.0	1872.0	686.0	212.0	67.0	440.0	45.0	48.0	11.0	16.0	1.0	3.0	337.0	6.0	-	1050.0	369.0	28.0	-
Сельское население	7640.0	13473.0	2975.0	4093.0	54.0	2096.0	259.0	1471.0	25.0	12.0	7.0	4.0	2476.0	1.0	-	2242.0	4969.0	423.0	6.0
НАНАЙЦЫ																			
Территории преимущественного проживания КМН																			
Городское и сельское население	11569.0	18415.0	3452.0	3379.0	432.0	1691.0	542.0	2947.0	277.0	355.0	14.0	8.0	4849.0	469.0	9.0	5280.0	5715.0	555.0	10.0
Городское население	3278.0	4428.0	1245.0	145.0	284.0	529.0	125.0	489.0	28.0	225.0	8.0	3.0	1222.0	125.0	5.0	2200.0	994.0	76.0	3.0
Сельское население	8291.0	13987.0	2207.0	3234.0	148.0	1162.0	417.0	2458.0	249.0	130.0	6.0	5.0	3627.0	344.0	4.0	3080.0	4721.0	479.0	7.0
Хабаровский край																			
Городское и сельское население	10993.0	17565.0	3236.0	3272.0	422.0	1584.0	520.0	2832.0	240.0	343.0	14.0	8.0	4648.0	446.0	5.0	4975.0	5459.0	544.0	10.0
Городское население	3002.0	4067.0	1123.0	133.0	275.0	475.0	118.0	454.0	24.0	217.0	8.0	3.0	1126.0	111.0	2.0	2011.0	914.0	72.0	3.0
Сельское население	7991.0	13498.0	2113.0	3139.0	147.0	1109.0	402.0	2378.0	216.0	126.0	6.0	5.0	3522.0	335.0	3.0	2964.0	4545.0	472.0	7.0
Приморский край																			
Городское и сельское население	417.0	634.0	162.0	103.0	4.0	74.0	18.0	88.0	33.0	6.0	-	-	137.0	9.0	3.0	202.0	204.0	8.0	-
Городское население	142.0	178.0	78.0	10.0	3.0	23.0	4.0	13.0	1.0	3.0	-	-	41.0	2.0	2.0	104.0	34.0	2.0	-
Сельское население	275.0	456.0	84.0	93.0	1.0	51.0	14.0	75.0	32.0	3.0	-	-	96.0	7.0	1.0	98.0	170.0	6.0	-
Сахалинская область																			
Городское и сельское население	159.0	216.0	54.0	4.0	6.0	33.0	4.0	27.0	4.0	6.0	-	-	64.0	14.0	1.0	103.0	52.0	3.0	-
Городское население	134.0	183.0	44.0	2.0	6.0	31.0	3.0	22.0	3.0	5.0	-	-	55.0	12.0	1.0	85.0	46.0	2.0	-
Сельское население	25.0	33.0	10.0	2.0	-	2.0	1.0	5.0	1.0	1.0	-	-	9.0	2.0	-	18.0	6.0	1.0	-
НГАНАСАНЫ																			
Красноярский край																			
Городское и сельское население	811.0	1148.0	217.0	26.0	13.0	105.0	30.0	255.0	67.0	88.0	1.0	-	338.0	8.0	-	494.0	297.0	20.0	-
Городское население	147.0	208.0	39.0	-	13.0	20.0	7.0	29.0	10.0	19.0	1.0	-	70.0	-	-	90.0	53.0	4.0	-
Сельское население	664.0	940.0	178.0	26.0	-	85.0	23.0	226.0	57.0	69.0	-	-	268.0	8.0	-	404.0	244.0	16.0	-
Таймырский (Долгано-Ненецкий) автономный округ																			
Городское и сельское население	766.0	1086.0	199.0	22.0	9.0	100.0	28.0	253.0	67.0	78.0	1.0	-	321.0	8.0	-	464.0	284.0	18.0	-
Городское население	111.0	161.0	26.0	-	9.0	16.0	6.0	28.0	10.0	11.0	1.0	-	54.0	-	-	63.0	46.0	2.0	-
Сельское население	655.0	925.0	173.0	22.0	-	84.0	22.0	225.0	57.0	67.0	-	-	267.0	8.0	-	401.0	238.0	16.0	-
НЕГИДАЛЬЦЫ																			
Хабаровский край																			
Городское и сельское население	505.0	687.0	132.0	24.0	7.0	88.0	15.0	134.0	12.0	9.0	-	-	207.0	59.0	2.0	330.0	163.0	9.0	1.0
Городское население	115.0	149.0	32.0	7.0	6.0	27.0	3.0	24.0	4.0	3.0	-	-	38.0	5.0	2.0	80.0	31.0	1.0	1.0
Сельское население	390.0	538.0	100.0	17.0	1.0	61.0	12.0	110.0	8.0	6.0	-	-	169.0	54.0	-	250.0	132.0	8.0	-
НЕНЦЫ																			
Территории преимущественного проживания КМН																			
Городское и сельское население	39813.0	56917.0	11315.0	3340.0	583.0	5332.0	914.0	11608.0	1084.0	2521.0	38.0	44.0	19301.0	837.0	40.0	24514.0	13447.0	1739.0	73.0
Городское население	6781.0	9069.0	2393.0	180.0	530.0	743.0	190.0	1094.0	83.0	619.0	17.0	8.0	3084.0	128.0	14.0	4753.0	1734.0	272.0	8.0
Сельское население	33032.0	47848.0	8922.0	3160.0	53.0	4589.0	724.0	10514.0	1001.0	1902.0	21.0	36.0	16217.0	709.0	26.0	19761.0	11713.0	1467.0	65.0
Ямало-Ненецкий автономный округ																			
Городское и сельское население	26435.0	37808.0	7122.0	2433.0	426.0	3349.0	497.0	7495.0	598.0	2115.0	22.0	24.0	13133.0	594.0	29.0	16459.0	8561.0	1317.0	69.0
Городское население	3616.0	4809.0	1197.0	12.0	392.0	295.0	87.0	571.0	45.0	357.0	12.0	7.0	1747.0	87.0	12.0	2602.0	806.0	189.0	7.0
Сельское население	22819.0	32999.0	5925.0	2421.0	34.0	3054.0	410.0	6924.0	553.0	1758.0	10.0	17.0	11386.0	507.0	17.0	13857.0	7755.0	1128.0	62.0
Архангельская область																			
Городское и сельское население	8326.0	11747.0	2896.0	344.0	64.0	1306.0	277.0	2401.0	337.0	241.0	8.0	8.0	3715.0	150.0	10.0	5147.0	2910.0	256.0	3.0
Городское население	1822.0	2402.0	779.0	32.0	55.0	257.0	60.0	273.0	16.0	180.0	1.0	1.0	731.0	17.0	2.0	1271.0	517.0	31.0	1.0
Сельское население	6504.0	9345.0	2117.0	312.0	9.0	1049.0	217.0	2128.0	321.0	61.0	7.0	7.0	2984.0	133.0	8.0	3876.0	2393.0	225.0	2.0
Ненецкий автономный округ																			
Городское и сельское население	7754.0	10934.0	2661.0	243.0	58.0	1225.0	244.0	2311.0	318.0	184.0	8.0	8.0	3551.0	123.0	9.0	4810.0	2684.0	248.0	3.0
Городское население	1582.0	2091.0	648.0	21.0	50.0	225.0	44.0	258.0	15.0	138.0	1.0	1.0	680.0	10.0	1.0	1102.0	449.0	29.0	1.0
Сельское население	6172.0	8843.0	2013.0	222.0	8.0	1000.0	200.0	2053.0	303.0	46.0	7.0	7.0	2871.0	113.0	8.0	3708.0	2235.0	219.0	2.0
Таймырский (Долгано-Ненецкий) автономный округ																			
Городское и сельское население	3054.0	4539.0	663.0	315.0	53.0	388.0	94.0	1227.0	96.0	98.0	4.0	-	1579.0	22.0	-	1655.0	1313.0	86.0	-
Городское население	390.0	525.0	104.0	1.0	51.0	68.0	22.0	37.0	15.0	36.0	1.0	-	187.0	3.0	-	266.0	113.0	11.0	-
Сельское население	2664.0	4014.0	559.0	314.0	2.0	320.0	72.0	1190.0	81.0	62.0	3.0	-	1392.0	19.0	-	1389.0	1200.0	75.0	-
Ханты-Мансийский автономный округ – Югра 																			
Городское и сельское население	1290.0	1777.0	418.0	94.0	33.0	175.0	31.0	303.0	49.0	32.0	1.0	12.0	581.0	48.0	1.0	844.0	403.0	41.0	1.0
Городское население	329.0	408.0	132.0	5.0	25.0	32.0	9.0	39.0	6.0	15.0	-	-	139.0	6.0	-	256.0	67.0	6.0	-
Сельское население	961.0	1369.0	286.0	89.0	8.0	143.0	22.0	264.0	43.0	17.0	1.0	12.0	442.0	42.0	1.0	588.0	336.0	35.0	1.0
Республика Коми																			
Городское и сельское население	708.0	1046.0	216.0	154.0	7.0	114.0	15.0	182.0	4.0	35.0	3.0	-	293.0	23.0	-	409.0	260.0	39.0	-
Городское население	624.0	925.0	181.0	130.0	7.0	91.0	12.0	174.0	1.0	31.0	3.0	-	280.0	15.0	-	358.0	231.0	35.0	-
Сельское население	84.0	121.0	35.0	24.0	-	23.0	3.0	8.0	3.0	4.0	-	-	13.0	8.0	-	51.0	29.0	4.0	-
НИВХИ																			
Территории преимущественного проживания КМН																			
Городское и сельское население	4902.0	6736.0	1362.0	232.0	118.0	686.0	198.0	1231.0	126.0	227.0	6.0	3.0	2032.0	515.0	1.0	3213.0	1541.0	147.0	-
Городское население	2291.0	3155.0	757.0	117.0	107.0	309.0	105.0	465.0	48.0	148.0	5.0	2.0	942.0	150.0	-	1504.0	710.0	77.0	-
Сельское население	2611.0	3581.0	605.0	115.0	11.0	377.0	93.0	766.0	78.0	79.0	1.0	1.0	1090.0	365.0	1.0	1709.0	831.0	70.0	-
Хабаровский край																			
Городское и сельское население	2452.0	3274.0	700.0	71.0	80.0	315.0	77.0	632.0	85.0	121.0	3.0	1.0	927.0	262.0	1.0	1677.0	725.0	49.0	-
Городское население	969.0	1295.0	319.0	6.0	76.0	122.0	36.0	183.0	31.0	97.0	3.0	-	347.0	75.0	-	664.0	284.0	21.0	-
Сельское население	1483.0	1979.0	381.0	65.0	4.0	193.0	41.0	449.0	54.0	24.0	-	1.0	580.0	187.0	1.0	1013.0	441.0	28.0	-
Сахалинская область																			
Городское и сельское население	2450.0	3462.0	662.0	161.0	38.0	371.0	121.0	599.0	41.0	106.0	3.0	2.0	1105.0	253.0	-	1536.0	816.0	98.0	-
Городское население	1322.0	1860.0	438.0	111.0	31.0	187.0	69.0	282.0	17.0	51.0	2.0	2.0	595.0	75.0	-	840.0	426.0	56.0	-
Сельское население	1128.0	1602.0	224.0	50.0	7.0	184.0	52.0	317.0	24.0	55.0	1.0	-	510.0	178.0	-	696.0	390.0	42.0	-
ОРОЧИ																			
Хабаровский край																			
Городское и сельское население	426.0	537.0	146.0	17.0	7.0	70.0	11.0	57.0	7.0	32.0	4.0	-	161.0	25.0	2.0	324.0	87.0	13.0	-
Городское население	150.0	197.0	46.0	6.0	4.0	32.0	3.0	21.0	1.0	20.0	1.0	-	58.0	5.0	1.0	106.0	38.0	5.0	-
Сельское население	276.0	340.0	100.0	11.0	3.0	38.0	8.0	36.0	6.0	12.0	3.0	-	103.0	20.0	1.0	218.0	49.0	8.0	-
СААМЫ																			
Мурманская область																			
Городское и сельское население	1769.0	2663.0	619.0	305.0	82.0	339.0	50.0	389.0	120.0	34.0	5.0	4.0	666.0	50.0	2.0	949.0	741.0	76.0	1.0
