строительство	3.0	0.8
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	9.0	2.2
гостиницы и рестораны	-	-
транспорт и связь	28.0	6.9
финансовая деятельность	2.0	0.5
операции с недвижимым имуществом, аренда и предоставление услуг	3.0	0.7
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	58.0	14.4
образование	107.0	26.5
здравоохранение и предоставление социальных услуг	57.0	14.1
предоставление прочих коммунальных, социальных и персональных услуг	46.0	11.4
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	-	-
Магаданская область		
Население, занятое в экономике 	89.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	6.0	6.7
рыболовство, рыбоводство	12.0	13.5
добыча полезных ископаемых	2.0	2.3
обрабатывающие производства	7.0	7.9
производство и распределение электроэнергии, газа и воды	2.0	2.3
строительство	1.0	1.1
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	9.0	10.1
гостиницы и рестораны	-	-
транспорт и связь	5.0	5.6
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	2.0	2.2
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	10.0	11.2
образование	12.0	13.5
здравоохранение и предоставление социальных услуг	15.0	16.9
предоставление прочих коммунальных, социальных и персональных услуг	5.0	5.6
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	1.0	1.1
КЕТЫ		
Красноярский край		
Население, занятое в экономике 	243.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	25.0	10.3
рыболовство, рыбоводство	2.0	0.8
добыча полезных ископаемых	1.0	0.4
обрабатывающие производства	-	-
производство и распределение электроэнергии, газа и воды	14.0	5.8
строительство	1.0	0.4
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	6.0	2.5
гостиницы и рестораны	-	-
транспорт и связь	7.0	2.9
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	14.0	5.7
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	15.0	6.2
образование	67.0	27.6
здравоохранение и предоставление социальных услуг	27.0	11.1
предоставление прочих коммунальных, социальных и персональных услуг	11.0	4.5
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	53.0	21.8
КОРЯКИ		
Территории преимущественного проживания КМНС		
Население, занятое в экономике 	2204.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	294.0	13.3
рыболовство, рыбоводство	138.0	6.2
добыча полезных ископаемых	33.0	1.5
обрабатывающие производства	66.0	3.0
производство и распределение электроэнергии, газа и воды	119.0	5.4
строительство	35.0	1.6
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	77.0	3.5
гостиницы и рестораны	6.0	0.3
транспорт и связь	81.0	3.7
финансовая деятельность	6.0	0.3
операции с недвижимым имуществом, аренда и предоставление услуг	32.0	1.4
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	213.0	9.7
образование	590.0	26.8
здравоохранение и предоставление социальных услуг	288.0	13.1
предоставление прочих коммунальных, социальных и персональных услуг	215.0	9.7
предоставление услуг по ведению домашнего хозяйства	2.0	0.1
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	9.0	0.4
Камчатская область		
Население, занятое в экономике 	2022.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	253.0	12.5
рыболовство, рыбоводство	132.0	6.5
добыча полезных ископаемых	30.0	1.5
обрабатывающие производства	62.0	3.1
производство и распределение электроэнергии, газа и воды	108.0	5.3
строительство	32.0	1.6
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	66.0	3.3
гостиницы и рестораны	5.0	0.3
транспорт и связь	78.0	3.9
финансовая деятельность	6.0	0.3
операции с недвижимым имуществом, аренда и предоставление услуг	32.0	1.6
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	199.0	9.8
образование	546.0	27.0
здравоохранение и предоставление социальных услуг	267.0	13.2
предоставление прочих коммунальных, социальных и персональных услуг	199.0	9.8
предоставление услуг по ведению домашнего хозяйства	2.0	0.1
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	5.0	0.2
Корякский автономный округ		
Население, занятое в экономике 	1984.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	248.0	12.5
рыболовство, рыбоводство	132.0	6.7
добыча полезных ископаемых	30.0	1.5
обрабатывающие производства	62.0	3.1
производство и распределение электроэнергии, газа и воды	108.0	5.4
строительство	32.0	1.6
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	65.0	3.3
гостиницы и рестораны	5.0	0.2
транспорт и связь	75.0	3.8
финансовая деятельность	6.0	0.3
операции с недвижимым имуществом, аренда и предоставление услуг	31.0	1.6
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	196.0	9.9
образование	534.0	26.9
здравоохранение и предоставление социальных услуг	259.0	13.1
предоставление прочих коммунальных, социальных и персональных услуг	195.0	9.8
предоставление услуг по ведению домашнего хозяйства	2.0	0.1
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	4.0	0.2
Магаданская область		
Население, занятое в экономике 	158.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	33.0	20.9
рыболовство, рыбоводство	6.0	3.8
добыча полезных ископаемых	2.0	1.3
обрабатывающие производства	4.0	2.5
производство и распределение электроэнергии, газа и воды	10.0	6.3
строительство	2.0	1.3
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	9.0	5.7
гостиницы и рестораны	1.0	0.7
транспорт и связь	3.0	1.9
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	-	-
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	13.0	8.2
образование	40.0	25.3
здравоохранение и предоставление социальных услуг	19.0	12.0
предоставление прочих коммунальных, социальных и персональных услуг	13.0	8.2
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	3.0	1.9
Чукотский автономный округ		
Население, занятое в экономике 	24.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	8.0	33.3
рыболовство, рыбоводство	-	-
добыча полезных ископаемых	1.0	4.1
обрабатывающие производства	-	-
производство и распределение электроэнергии, газа и воды	1.0	4.2
строительство	1.0	4.2
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	2.0	8.3
гостиницы и рестораны	-	-
транспорт и связь	-	-
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	-	-
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	1.0	4.2
образование	4.0	16.7
здравоохранение и предоставление социальных услуг	2.0	8.3
предоставление прочих коммунальных, социальных и персональных услуг	3.0	12.5
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	1.0	4.2
КУМАНДИНЦЫ		
Территории преимущественного проживания КМНС		
Население, занятое в экономике 	235.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	63.0	26.8
рыболовство, рыбоводство	-	-
добыча полезных ископаемых	-	-
обрабатывающие производства	21.0	8.9
производство и распределение электроэнергии, газа и воды	8.0	3.4
строительство	5.0	2.1
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	19.0	8.1
гостиницы и рестораны	3.0	1.3
транспорт и связь	7.0	3.0
финансовая деятельность	1.0	0.4
операции с недвижимым имуществом, аренда и предоставление услуг	1.0	0.4
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	26.0	11.1
образование	46.0	19.6
здравоохранение и предоставление социальных услуг	28.0	11.9
предоставление прочих коммунальных, социальных и персональных услуг	7.0	3.0
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	-	-
Алтайский край		
Население, занятое в экономике 	171.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	59.0	34.5
рыболовство, рыбоводство	-	-
добыча полезных ископаемых	-	-
обрабатывающие производства	18.0	10.5
производство и распределение электроэнергии, газа и воды	8.0	4.7
строительство	5.0	2.9
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	14.0	8.2
гостиницы и рестораны	3.0	1.8
транспорт и связь	5.0	2.9
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	-	-
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	16.0	9.4
образование	23.0	13.4
здравоохранение и предоставление социальных услуг	14.0	8.2
предоставление прочих коммунальных, социальных и персональных услуг	6.0	3.5
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	-	-
Республика Алтай		
Население, занятое в экономике 	60.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	4.0	6.7
рыболовство, рыбоводство	-	-
добыча полезных ископаемых	-	-
обрабатывающие производства	3.0	5.0
производство и распределение электроэнергии, газа и воды	-	-
строительство	-	-
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	5.0	8.3
гостиницы и рестораны	-	-
транспорт и связь	2.0	3.3
финансовая деятельность	1.0	1.7
операции с недвижимым имуществом, аренда и предоставление услуг	1.0	1.7
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	10.0	16.6
образование	20.0	33.3
здравоохранение и предоставление социальных услуг	13.0	21.7
предоставление прочих коммунальных, социальных и персональных услуг	1.0	1.7
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	-	-
Кемеровская область		
Население, занятое в экономике 	4.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	-	-
рыболовство, рыбоводство	-	-
добыча полезных ископаемых	-	-
обрабатывающие производства	-	-
производство и распределение электроэнергии, газа и воды	-	-
строительство	-	-
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	-	-
гостиницы и рестораны	-	-
транспорт и связь	-	-
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	-	-
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	-	-
образование	3.0	75.0
здравоохранение и предоставление социальных услуг	1.0	25.0
предоставление прочих коммунальных, социальных и персональных услуг	-	-
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	-	-
МАНСИ		
Территории преимущественного проживания КМНС		
Население, занятое в экономике 	2072.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	210.0	10.1
рыболовство, рыбоводство	117.0	5.6
добыча полезных ископаемых	40.0	1.9
обрабатывающие производства	57.0	2.8
производство и распределение электроэнергии, газа и воды	27.0	1.3
строительство	46.0	2.2
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	134.0	6.5
гостиницы и рестораны	23.0	1.1
транспорт и связь	171.0	8.3
финансовая деятельность	21.0	1.0
операции с недвижимым имуществом, аренда и предоставление услуг	62.0	3.0
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	134.0	6.5
образование	481.0	23.2
здравоохранение и предоставление социальных услуг	247.0	11.9
предоставление прочих коммунальных, социальных и персональных услуг	254.0	12.3
предоставление услуг по ведению домашнего хозяйства	1.0	0.0
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	47.0	2.3
Тюменская область		
Население, занятое в экономике 	2070.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	208.0	10.0
рыболовство, рыбоводство	117.0	5.7
добыча полезных ископаемых	40.0	1.9
обрабатывающие производства	57.0	2.8
производство и распределение электроэнергии, газа и воды	27.0	1.3
строительство	46.0	2.2
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	134.0	6.5
гостиницы и рестораны	23.0	1.1
транспорт и связь	171.0	8.3
финансовая деятельность	21.0	1.0
операции с недвижимым имуществом, аренда и предоставление услуг	62.0	3.0
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	134.0	6.5
образование	481.0	23.2
здравоохранение и предоставление социальных услуг	247.0	11.9
предоставление прочих коммунальных, социальных и персональных услуг	254.0	12.3
предоставление услуг по ведению домашнего хозяйства	1.0	0.0
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	47.0	2.3
Ханты-Мансийский автономный округ – Югра		
Население, занятое в экономике 	2017.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	206.0	10.2
рыболовство, рыбоводство	114.0	5.7
добыча полезных ископаемых	36.0	1.8
обрабатывающие производства	56.0	2.8
производство и распределение электроэнергии, газа и воды	24.0	1.2
строительство	46.0	2.3
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	132.0	6.5
гостиницы и рестораны	22.0	1.1
транспорт и связь	169.0	8.4
финансовая деятельность	20.0	1.0
операции с недвижимым имуществом, аренда и предоставление услуг	59.0	2.9
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	125.0	6.2
образование	476.0	23.6
здравоохранение и предоставление социальных услуг	239.0	11.8
предоставление прочих коммунальных, социальных и персональных услуг	249.0	12.3
предоставление услуг по ведению домашнего хозяйства	1.0	0.1
деятельность экстерриториальных организаций	-	-
не распределенные по видам деятельности и неточно указавшие вид деятельности	43.0	2.1
Свердловская область		
Население, занятое в экономике 	2.0	100.0
в том числе по видам экономической деятельности:		
сельское хозяйство, охота и лесное хозяйство	2.0	100.0
рыболовство, рыбоводство	-	-
добыча полезных ископаемых	-	-
обрабатывающие производства	-	-
производство и распределение электроэнергии, газа и воды	-	-
строительство	-	-
оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования	-	-
гостиницы и рестораны	-	-
транспорт и связь	-	-
финансовая деятельность	-	-
операции с недвижимым имуществом, аренда и предоставление услуг	-	-
государственное управление и обеспечение военной безопасности; обязательное социальное обеспечение	-	-
образование	-	-
здравоохранение и предоставление социальных услуг	-	-
предоставление прочих коммунальных, социальных и персональных услуг	-	-
предоставление услуг по ведению домашнего хозяйства	-	-
деятельность экстерриториальных организаций	-	-
